experiment_accession,run_accession,accession,sample_accession,secondary_sample_accession,instrument_platform,instrument_model,library_name,library_layout,nominal_length,library_strategy,library_source,library_selection,read_count,base_count,center_name,fastq_bytes,cell_line,cell_type,collected_by,collection_date,country,description,environmental_sample,first_public,germline,identified_by,isolation_source,location,serotype,serovar,sex,submitted_sex,sub_species,tissue_type,tax_id,scientific_name,sample_alias,center_name_1,sampling_campaign,sampling_site,sampling_platform,protocol_label,project_name,host,host_tax_id,host_status,host_sex,submitted_host_sex,host_body_site,host_gravidity,investigation_type,experimental_factor,sample_collection,sequencing_method,sample_title,sample_material,taxonomic_identity_marker,completeness_score,contamination_score,binning_software,lat,lon,sample_capture_status,collection_date_submitted,submission_tool
ERX3332153,ERR3306103,SAMEA5379762,SAMEA5379762,ERS3186350,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,779558.0,344920258.0,University of Southampton,122645344;134019291,,,,2012-02-24,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,672,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,672,,,,,,,,,2012-02-24,
ERX3332579,ERR3306533,SAMEA5380185,SAMEA5380185,ERS3186772,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,759788.0,345133529.0,University of Southampton,116972902;129458032,,,,2012-03-08,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1097,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1097,,,,,,,,,2012-03-08,
ERX3332594,ERR3306548,SAMEA5380200,SAMEA5380200,ERS3186787,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,763609.0,345137113.0,University of Southampton,116237576;133305424,,,,2012-03-28,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1112,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1112,,,,,,,,,2012-03-28,
ERX3332500,ERR3306454,SAMEA5380105,SAMEA5380105,ERS3186693,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,773535.0,345487138.0,University of Southampton,111993924;129430049,,,,2012-05-30,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1017,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1017,,,,,,,,,2012-05-30,
SRX6602210,SRR9847571,SAMN12374800,SAMN12374800,SRS5167272,ILLUMINA,Illumina MiSeq,M39451,PAIRED,,WGS,GENOMIC,RANDOM,695024.0,346035811.0,SUB6080710,108781968;123699973,,,US State Health Department,2016-01-01,USA,Illumina MiSeq sequencing; H. influenzae (M39451) from convenience sample of CDC isolate collection,False,2019-07-27,False,,blood,,,,,,,,727,Haemophilus influenzae,M39451,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,2016,
SRX14456377,SRR18318962,SAMN26645508,SAMN26645508,SRS12261835,ILLUMINA,Illumina HiSeq 2500,M41692,PAIRED,,WGS,GENOMIC,RANDOM,689603.0,346180706.0,SUB11096711,121898923;131985931,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41692,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41692,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
SRX4551979,SRR7692444,SAMN07421890,SAMN07421890,SRS3669057,ILLUMINA,NextSeq 500,P613_ill,PAIRED,,WGS,GENOMIC,RANDOM,1201981.0,346254213.0,SUB4318277,126054588;125784891,,,Dra. Jose Fina Linares,2012-09-28,Spain:Catalunya,NextSeq 500 sequencing; WGS of Haemophilus influenzae: COPD sputum isolate,False,2018-08-16,False,,sputum,41.34487 N 2.104504 E,Non Typable,Non Typable,,,,,727,Haemophilus influenzae,8456,SUB4318277,,,,,,Homo sapiens,9606.0,,male,male,,,,,,,This sample has been submitted by pda|javimoleres on 2018-08-15; Haemophilus influenzae,,,,,,41.34487,2.104504,,28-Sep-2012,
SRX14456214,SRR18319125,SAMN26645594,SAMN26645594,SRS12261672,ILLUMINA,Illumina HiSeq 2500,M41351,PAIRED,,WGS,GENOMIC,RANDOM,690716.0,346739432.0,SUB11096711,121665463;131419562,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41351,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41351,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX2260746,ERR2206388,SAMEA104408320,SAMEA104408320,ERS2026262,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,753389.0,346814566.0,University of Southampton,133759749;154229945,,,,2009-12-01,United Kingdom,Illumina MiSeq paired end sequencing,False,2018-01-28,False,,nasopharynx,50.93292 N 1.434724 W,non-typeable,non-typeable,,,,,727,Haemophilus influenzae,4151,University of Southampton,,,,,,homo sapien,9606.0,healthy,,,,,,,,,4151,,,,,,50.93292,-1.434724,,2009-12,
SRX14456241,SRR18319098,SAMN26645705,SAMN26645705,SRS12261699,ILLUMINA,Illumina HiSeq 2500,M40931,PAIRED,,WGS,GENOMIC,RANDOM,690901.0,346832302.0,SUB11096711,122333885;130978053,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M40931,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M40931,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
SRX4576210,SRR7719257,SAMN09845279,SAMN09845279,SRS3690820,ILLUMINA,Illumina HiSeq 2500,60373_P2 BAL Hi4 WGS,PAIRED,,WGS,GENOMIC,RANDOM,1792316.0,346938575.0,SUB4408648,146049963;149766521,,,Menzies School of Health Research,2009-01-01,Australia: Northern Territory,Illumina HiSeq 2500 sequencing; WGS of nontypeable Haemophilus influenzae: Nasopharynx (NP) isolate,False,2019-04-17,False,,bronchoalveolar lavage,,,,,,,,727,Haemophilus influenzae,60373_P2 BAL Hi4,SUB4408648,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|spidermine63@gmail.com on 2019-04-16; Haemophilus influenzae,,,,,,,,,2009,
SRX12367180,SRR16080709,SAMN21850738,SAMN21850738,SRS10338350,ILLUMINA,Illumina MiSeq,M10617_WGS,PAIRED,,WGS,GENOMIC,RANDOM,694230.0,347115000.0,SUB10407804,115665374;126866282,,,United States government,2003-01-01,USA,Illumina MiSeq sequencing; WGS of M10617,False,2021-10-01,False,,blood,,,,,,,,727,Haemophilus influenzae,M10617,SUB10407804,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2021-09-29; Haemophilus influenzae,,,,,,,,,2003,
SRX14456238,SRR18319101,SAMN26645703,SAMN26645703,SRS12261696,ILLUMINA,Illumina HiSeq 2500,M40934,PAIRED,,WGS,GENOMIC,RANDOM,691538.0,347152076.0,SUB11096711,121052784;128188491,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M40934,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M40934,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX3291493,ERR3264849,SAMEA5380463,SAMEA5380463,ERS3187050,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,743563.0,347199389.0,University of Southampton,119077059;134289680,,,,2011-10-24,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1388,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1388,,,,,,,,,2011-10-24,
SRX14456537,SRR18319146,SAMN26645572,SAMN26645572,SRS12261995,ILLUMINA,Illumina HiSeq 2500,M41391,PAIRED,,WGS,GENOMIC,RANDOM,691675.0,347220850.0,SUB11096711,125564023;134874272,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41391,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41391,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX3291222,ERR3264578,SAMEA5379332,SAMEA5379332,ERS3185921,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,790525.0,347302954.0,University of Southampton,128183636;135599822,,,,2011-12-19,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,239,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,239,,,,,,,,,2011-12-19,
SRX12367230,SRR16080974,SAMN21850728,SAMN21850728,SRS10338399,ILLUMINA,Illumina MiSeq,H4600_WGS,PAIRED,,WGS,GENOMIC,RANDOM,1150721.0,347517742.0,SUB10407804,103382581;104652458,,,"Institute for Hygiene and Microbiology, University of Wurzburg",2019-01-01,Germany,Illumina MiSeq sequencing; WGS of H4600,False,2021-10-01,False,,blood,,,,,,,,727,Haemophilus influenzae,H4600,SUB10407804,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2021-09-29; Haemophilus influenzae,,,,,,,,,2019,
SRX14456225,SRR18319114,SAMN26645648,SAMN26645648,SRS12261683,ILLUMINA,Illumina HiSeq 2500,M41098,PAIRED,,WGS,GENOMIC,RANDOM,692382.0,347575764.0,SUB11096711,122930043;134115956,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41098,False,2022-03-18,False,,Tissue,,,,,,,,727,Haemophilus influenzae,M41098,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
SRX14456246,SRR18319093,SAMN26645710,SAMN26645710,SRS12261705,ILLUMINA,Illumina HiSeq 2500,M40922,PAIRED,,WGS,GENOMIC,RANDOM,693063.0,347917626.0,SUB11096711,121481189;129077400,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M40922,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M40922,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
SRX6602188,SRR9847593,SAMN12375129,SAMN12375129,SRS5167250,ILLUMINA,Illumina MiSeq,M14916,PAIRED,,WGS,GENOMIC,RANDOM,697724.0,348182468.0,SUB6080710,109050238;119070789,,,US State Health Department,2006-01-01,USA,Illumina MiSeq sequencing; H. influenzae (M14916) from convenience sample of CDC isolate collection,False,2019-07-27,False,,blood,,,,,,,,727,Haemophilus influenzae,M14916,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,2006,
ERX3291289,ERR3264645,SAMEA5379399,SAMEA5379399,ERS3185988,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,793958.0,348215365.0,University of Southampton,125744368;135816623,,,,2012-02-07,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,306,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,306,,,,,,,,,2012-02-07,
SRX6601791,SRR9847327,SAMN12374781,SAMN12374781,SRS5166853,ILLUMINA,Illumina MiSeq,M39577,PAIRED,,WGS,GENOMIC,RANDOM,697145.0,348234130.0,SUB6080710,110774087;125558421,,,US State Health Department,2016-01-01,USA,Illumina MiSeq sequencing; H. influenzae (M39577) from convenience sample of CDC isolate collection,False,2019-07-27,False,,CSF,,,,,,,,727,Haemophilus influenzae,M39577,SUB6080710,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2019-07-27; Haemophilus influenzae,,,,,,,,,2016,
ERX2260772,ERR2206414,SAMEA104408346,SAMEA104408346,ERS2026288,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,746549.0,348461541.0,University of Southampton,130984478;144289276,,,,2010-02-01,United Kingdom,Illumina MiSeq paired end sequencing,False,2018-01-28,False,,nasopharynx,50.93292 N 1.434724 W,non-typeable,non-typeable,,,,,727,Haemophilus influenzae,4306,University of Southampton,,,,,,homo sapien,9606.0,healthy,,,,,,,,,4306,,,,,,50.93292,-1.434724,,2010-02,
SRX4551937,SRR7692486,SAMN07421932,SAMN07421932,SRS3669032,ILLUMINA,NextSeq 500,P656_ill,PAIRED,,WGS,GENOMIC,RANDOM,1276649.0,348801653.0,SUB4318277,127312665;125918442,,,Dra. Jose Fina Linares,2012-01-20,Spain:Catalunya,NextSeq 500 sequencing; WGS of Haemophilus influenzae: COPD sputum isolate,False,2018-08-16,False,,sputum,41.34487 N 2.104504 E,Non Typable,Non Typable,,,,,727,Haemophilus influenzae,8020,SUB4318277,,,,,,Homo sapiens,9606.0,,male,male,,,,,,,This sample has been submitted by pda|javimoleres on 2018-08-15; Haemophilus influenzae,,,,,,41.34487,2.104504,,20-Jan-2012,
SRX12367187,SRR16080703,SAMN21850851,SAMN21850851,SRS10338356,ILLUMINA,Illumina MiSeq,M40054_WGS,PAIRED,,WGS,GENOMIC,RANDOM,699483.0,348829875.0,SUB10407804,112855805;120851728,,,United States government,2016-01-01,USA,Illumina MiSeq sequencing; WGS of M40054,False,2021-10-01,False,,CSF,,,,,,,,727,Haemophilus influenzae,M40054,SUB10407804,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2021-09-29; Haemophilus influenzae,,,,,,,,,2016,
ERX3332232,ERR3306183,SAMEA5379841,SAMEA5379841,ERS3186429,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,775318.0,348857410.0,University of Southampton,124113478;134699830,,,,2012-01-20,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,NP,,NTHi,NTHi,,,,,727,Haemophilus influenzae,752,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,752,,,,,,,,,2012-01-20,
ERX2260877,ERR2206519,SAMEA104408451,SAMEA104408451,ERS2026393,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,750915.0,349104932.0,University of Southampton,115242912;132922343,,,,2012-03-01,United Kingdom,Illumina MiSeq paired end sequencing,False,2018-01-28,False,,nasopharynx,50.93292 N 1.434724 W,non-typeable,non-typeable,,,,,727,Haemophilus influenzae,6171,University of Southampton,,,,,,homo sapien,9606.0,healthy,,,,,,,,,6171,,,,,,50.93292,-1.434724,,2012-03,
SRX14456663,SRR18319306,SAMN26645528,SAMN26645528,SRS12262121,ILLUMINA,Illumina MiSeq,M41467,PAIRED,,WGS,GENOMIC,RANDOM,777094.0,349369408.0,SUB11096711,111978649;117594019,,,United States government,2016-01-01,USA,Illumina MiSeq sequencing; WGS of M41467,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41467,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX3332161,ERR3306111,SAMEA5379770,SAMEA5379770,ERS3186358,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,786417.0,349894453.0,University of Southampton,129096989;136348988,,,,2011-12-15,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,681,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,681,,,,,,,,,2011-12-15,
SRX14456244,SRR18319095,SAMN26645708,SAMN26645708,SRS12261702,ILLUMINA,Illumina HiSeq 2500,M40925,PAIRED,,WGS,GENOMIC,RANDOM,697962.0,350376924.0,SUB11096711,122654714;130750014,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M40925,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M40925,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX2260852,ERR2206494,SAMEA104408426,SAMEA104408426,ERS2026368,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,743392.0,350449833.0,University of Southampton,125936334;156916677,,,,2011-02-01,United Kingdom,Illumina MiSeq paired end sequencing,False,2018-01-28,False,,nasopharynx,50.93292 N 1.434724 W,non-typeable,non-typeable,,,,,727,Haemophilus influenzae,5262,University of Southampton,,,,,,homo sapien,9606.0,healthy,,,,,,,,,5262,,,,,,50.93292,-1.434724,,2011-02,
ERX3291538,ERR3264894,SAMEA5380508,SAMEA5380508,ERS3187095,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,896627.0,351585532.0,University of Southampton,117089175;131032576,,,,2011-09-14,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1434,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1434,,,,,,,,,2011-09-14,
SRX14456254,SRR18319085,SAMN26645516,SAMN26645516,SRS12261712,ILLUMINA,Illumina HiSeq 2500,M41651,PAIRED,,WGS,GENOMIC,RANDOM,701493.0,352149486.0,SUB11096711,119706071;134114180,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41651,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41651,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX3332173,ERR3306124,SAMEA5379782,SAMEA5379782,ERS3186370,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,810589.0,352350033.0,University of Southampton,129483045;137424711,,,,2012-01-04,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,693,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,693,,,,,,,,,2012-01-04,
SRX14456402,SRR18319281,SAMN26645627,SAMN26645627,SRS12261861,ILLUMINA,Illumina HiSeq 2500,M41136,PAIRED,,WGS,GENOMIC,RANDOM,701915.0,352361330.0,SUB11096711,124787617;132875256,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M41136,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M41136,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
SRX14456082,SRR18318913,SAMN26645854,SAMN26645854,SRS12261540,ILLUMINA,Illumina MiSeq,M40145,PAIRED,,WGS,GENOMIC,RANDOM,701976.0,352391952.0,SUB11096711,112194232;139956506,,,United States government,2016-01-01,USA,Illumina MiSeq sequencing; WGS of M40145,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M40145,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX3291210,ERR3264566,SAMEA5379320,SAMEA5379320,ERS3185909,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,861591.0,352750470.0,University of Southampton,142202321;148420376,,,,2011-12-19,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,227,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,227,,,,,,,,,2011-12-19,
SRX14456371,SRR18318968,SAMN26645718,SAMN26645718,SRS12261829,ILLUMINA,Illumina HiSeq 2500,M40904,PAIRED,,WGS,GENOMIC,RANDOM,703027.0,352919554.0,SUB11096711,122824196;134567895,,,United States government,2016-01-01,USA,Illumina HiSeq 2500 sequencing; WGS of M40904,False,2022-03-18,False,,blood,,,,,,,,727,Haemophilus influenzae,M40904,SUB11096711,,,,,,Homo sapiens,9606.0,,,,,,,,,,This sample has been submitted by pda|lur5 on 2022-03-16; Haemophilus influenzae,,,,,,,,,2016,
ERX3332176,ERR3306127,SAMEA5379785,SAMEA5379785,ERS3186373,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,828088.0,353142694.0,University of Southampton,135621062;140440088,,,,2012-05-01,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,696,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,696,,,,,,,,,2012-05-01,
SRX4551949,SRR7692474,SAMN07421865,SAMN07421865,SRS3669040,ILLUMINA,NextSeq 500,P588_ill,PAIRED,,WGS,GENOMIC,RANDOM,1218022.0,353814209.0,SUB4318277,128765090;128063202,,,Dra. Jose Fina Linares,2012-02-13,Spain:Catalunya,NextSeq 500 sequencing; WGS of Haemophilus influenzae: COPD sputum isolate,False,2018-08-16,False,,sputum,41.34487 N 2.104504 E,Non Typable,Non Typable,,,,,727,Haemophilus influenzae,8079,SUB4318277,,,,,,Homo sapiens,9606.0,,male,male,,,,,,,This sample has been submitted by pda|javimoleres on 2018-08-15; Haemophilus influenzae,,,,,,41.34487,2.104504,,13-Feb-2012,
ERX3332466,ERR3306420,SAMEA5380071,SAMEA5380071,ERS3186659,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,1088097.0,353819833.0,University of Southampton,135824891;151071357,,,,2012-02-06,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,983,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,983,,,,,,,,,2012-02-06,
ERX3332744,ERR3306698,SAMEA5380350,SAMEA5380350,ERS3186937,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,796578.0,354090833.0,University of Southampton,115215067;131694079,,,,2012-04-16,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1266,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1266,,,,,,,,,2012-04-16,
SRX4551933,SRR7692490,SAMN07421939,SAMN07421939,SRS3669027,ILLUMINA,NextSeq 500,P664_ill,PAIRED,,WGS,GENOMIC,RANDOM,1266640.0,354363019.0,SUB4318277,128754610;127577713,,,Dra. Jose Fina Linares,2011-04-04,Spain:Catalunya,NextSeq 500 sequencing; WGS of Haemophilus influenzae: COPD sputum isolate,False,2018-08-16,False,,sputum,41.34487 N 2.104504 E,Non Typable,Non Typable,,,,,727,Haemophilus influenzae,7614,SUB4318277,,,,,,Homo sapiens,9606.0,,male,male,,,,,,,This sample has been submitted by pda|javimoleres on 2018-08-15; Haemophilus influenzae,,,,,,41.34487,2.104504,,04-Apr-2011,
ERX3332762,ERR3306716,SAMEA5380368,SAMEA5380368,ERS3186955,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,767721.0,354974487.0,University of Southampton,116189189;126585375,,,,2012-05-16,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,1285,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,1285,,,,,,,,,2012-05-16,
ERX3291372,ERR3264728,SAMEA5379483,SAMEA5379483,ERS3186071,ILLUMINA,Illumina MiSeq,unspecified,PAIRED,300.0,WGS,GENOMIC,unspecified,799338.0,355112635.0,University of Southampton,134536880;145764215,,,,2011-10-13,United Kingdom,Illumina MiSeq paired end sequencing,False,2019-10-21,False,,sputum,,NTHi,NTHi,,,,,727,Haemophilus influenzae,389,University of Southampton,,,,,,homo sapiens,9606.0,diseased,,,,,,,,,389,,,,,,,,,2011-10-13,
