accession_id,METHICILLIN,VANCOMYCIN
SRR17789657,none,none
ERR496737,mecA,none
SRR7839881,mecA,none
ERR159044,mecA,none
ERR357946,mecA,none
SRR5250061,none,none
SRR13967526,none,none
ERR2855749,mecA,none
ERR237654,mecA,none
SRR3728803,none,none
ERR1712348,mecA,none
SRR18056663,mecA,none
SRR9734203,mecA,none
SRR14017209,none,none
ERR4911678,none,none
SRR1169396,mecA,none
SRR7983561,none,none
ERR2533584,mecA,none
SRR1539700,none,none
ERR212265,mecA,none
ERR4014788,none,none
SRR631722,mecA,none
SRR8278121,mecA,none
ERR237689,mecA,none
ERR2059757,mecA,none
ERR594283,mecA,none
SRR6332163,none,none
ERR1592233,none,none
SRR12586747,mecA,none
SRR12079086,none,none
SRR3728537,mecA,none
SRR13967994,none,none
SRR9734190,mecA,none
ERR234845,mecA,none
SRR5486259,none,none
SRR5428130,mecA,none
SRR13803233,mecA,none
SRR3728902,none,none
SRR13825739,mecA,none
SRR3731735,none,none
SRR12472700,mecA,none
SRR13450748,mecA,none
ERR1723938,mecA,none
SRR917660,mecA,none
SRR10906030,none,none
SRR10179016,mecA,none
SRR11196782,mecA,none
SRR10905582,mecA,none
SRR5250659,none,none
SRR5244715,mecA,none
SRR7764571,mecA,none
SRR13968584,none,none
SRR10717309,mecA,none
SRR13967745,none,none
SRR11850399,mecA,none
ERR1904098,none,none
SRR15903551,none,none
SRR5486249,mecA,none
SRR8872647,mecA,none
ERR1070024,none,none
SRR11850443,mecA,none
DRR170709,mecA,none
SRR7297472,mecA,none
ERR4626509,none,none
SRR3731564,none,none
ERR5442512,none,none
SRR12078963,none,none
SRR5226318,none,none
SRR5250255,mecA,none
SRR10179154,mecA,none
ERR2309570,none,none
SRR13967861,none,none
ERR1943880,none,none
SRR8810068,mecA,none
ERR1592302,none,none
ERR593215,mecA,none
SRR13968289,none,none
SRR13803546,mecA,none
SRR13174290,none,none
ERR118613,mecA,none
ERR2868341,mecA,none
SRR12972255,none,none
SRR5887068,none,none
SRR13995940,none,none
SRR11109879,mecA,none
SRR3730673,none,none
SRR5815603,none,none
ERR5462726,mecA,none
SRR6938557,none,none
SRR7839592,mecA,none
SRR5251331,none,none
ERR352995,mecA,none
SRR14673326,mecA,none
ERR3494358,mecA,none
SRR15275004,none,none
SRR13995567,none,none
ERR594155,mecA,none
SRR8872632,mecA,none
ERR086076,mecA,none
SRR12472471,none,none
SRR12472689,none,none
ERR1213739,none,none
SRR646392,mecA,none
ERR732873,mecA,none
ERR1070011,none,none
ERR2072385,mecA,none
SRR3731441,none,none
SRR14016798,none,none
ERR4014868,none,none
SRR7297450,mecA,none
SRR5249934,none,none
ERR517385,mecA,none
SRR3204560,mecA,none
ERR2533499,mecA,none
SRR1539665,none,none
ERR3991188,mecA,none
SRR10393591,mecA,none
ERR1070105,none,none
ERR177179,mecA,none
ERR957907,mecA,none
SRR14571942,none,none
ERR4015339,none,none
SRR13967213,none,none
ERR4911843,none,none
ERR1195931,mecA,none
SRR13967297,none,none
SRR3730771,none,none
SRR14016833,none,none
SRR3729175,mecA,none
SRR10179314,mecA,none
ERR044565,mecA,none
ERR107831,mecA,none
SRR7867587,none,none
SRR13968634,none,none
ERR485487,mecA,none
SRR14017179,none,none
ERR1195727,mecA,none
ERR5432488,mecA,none
SRR3418447,mecA,none
ERR237691,mecA,none
SRR14291828,none,none
SRR12333135,mecA,none
ERR1943809,none,none
DRR170708,mecA,none
SRR6938334,mecA,none
SRR16542386,mecA,none
SRR14291754,mecA,none
ERR1050520,mecA,none
SRR13995496,none,none
SRR14673759,mecA,none
SRR9026168,none,none
SRR7983621,mecA,none
ERR3938667,mecA,none
SRR6347069,none,none
ERR134357,mecA,none
ERR358014,mecA,none
SRR8872539,none,none
SRR17071319,none,none
SRR4140055,mecA,none
SRR3419025,mecA,none
SRR5250095,none,none
ERR129262,mecA,none
SRR15460753,mecA,none
SRR11016268,mecA,none
ERR1723818,mecA,none
SRR13995393,none,none
SRR6332186,none,none
SRR17118700,mecA,none
SRR8872490,mecA,none
SRR5887095,none,none
SRR7297567,mecA,none
ERR1904182,none,none
SRR10179210,mecA,none
SRR8733543,mecA,none
SRR3418879,mecA,none
SRR5251364,none,none
SRR12516033,mecA,none
SRR5369645,mecA,none
SRR4360039,none,none
SRR14291766,mecA,none
SRR917609,mecA,none
ERR5056002,none,none
SRR8437265,mecA,none
SRR917631,mecA,none
SRR14231418,mecA,none
SRR18056653,mecA,none
SRR6346831,none,none
SRR6171526,none,none
SRR3437721,mecA,none
SRR5250047,none,none
SRR11997633,none,none
SRR5146209,mecA,none
SRR2053979,none,none
SRR3730433,none,none
ERR163581,mecA,none
SRR3728382,none,none
ERR237707,mecA,none
SRR1177902,mecA,none
ERR234923,mecA,none
SRR7706353,mecA,none
ERR4899920,mecA,none
SRR5909264,mecA,none
SRR12472983,none,none
SRR16094636,mecA,none
ERR1715448,mecA,none
SRR8809879,mecA,none
ERR118484,mecA,none
ERR594199,mecA,none
SRR5250804,none,none
ERR1040885,mecA,none
SRR1178197,mecA,none
ERR086055,mecA,none
SRR5250054,none,none
SRR12952167,none,none
SRR10178934,mecA,none
SRR13803115,mecA,none
ERR4013687,none,none
SRR15460915,mecA,none
SRR14017026,none,none
ERR1769062,mecA,none
ERR1904195,none,none
ERR3623603,mecA,none
ERR1041172,mecA,none
SRR3418772,mecA,none
SRR12980101,none,none
SRR5250072,mecA,none
SRR5415430,mecA,none
SRR14016872,none,none
SRR8074816,mecA,none
ERR2059545,mecA,none
SRR5250501,none,none
ERR156466,mecA,none
ERR1903989,none,none
SRR11787440,mecA,none
SRR13825680,mecA,none
SRR3418788,mecA,none
SRR3729479,none,none
SRR11850423,mecA,none
SRR3728799,none,none
SRR8422723,mecA,none
SRR5250276,none,none
SRR5909246,mecA,none
ERR1197230,mecA,none
SRR6346936,none,none
SRR3731345,none,none
ERR1213792,none,none
ERR302789,mecA,none
ERR1197219,mecA,none
SRR5415381,mecA,none
SRR5415215,mecA,none
SRR14017217,none,none
SRR14673631,mecA,none
ERR2533482,mecA,none
ERR223156,mecA,none
ERR2639525,none,none
ERR4911718,none,none
ERR485220,mecA,none
SRR14673257,mecA,none
ERR1069829,none,none
SRR5244772,none,none
SRR11139347,mecA,none
SRR5415375,mecA,none
SRR3731563,none,none
ERR7162551,none,none
SRR17952309,mecA,none
ERR129310,mecA,none
SRR5249904,none,none
SRR1786282,none,none
SRR3419023,mecA,none
ERR163714,mecA,none
SRR13966929,mecA,none
ERR2232642,mecA,none
SRR13450651,none,none
SRR6118081,none,none
ERR2525273,mecA,none
ERR357900,mecA,none
SRR10717389,mecA,none
ERR1904184,none,none
ERR4845735,none,none
ERR387256,none,none
SRR12473109,mecA,none
ERR3497773,mecA,none
SRR5251321,mecA,none
SRR13967310,none,none
SRR5250480,none,none
SRR13968097,none,none
SRR15602563,none,none
SRR1655464,none,none
ERR064908,mecA,none
SRR13968451,none,none
SRR13967394,none,none
ERR134731,mecA,none
ERR5984835,none,none
ERR5056028,none,none
SRR3728432,none,none
SRR10179212,mecA,none
SRR17789982,none,none
SRR3731511,none,none
SRR13968560,none,none
SRR3731468,mecA,none
ERR212228,mecA,none
ERR163691,mecA,none
SRR2053837,mecA,none
SRR5226452,none,none
SRR6938490,none,none
SRR13966990,none,none
SRR5250533,none,none
SRR13298010,none,none
ERR2525340,mecA,none
SRR12693243,none,none
SRR11850378,mecA,none
SRR13267224,mecA,none
SRR5251345,none,none
SRR7867564,mecA,none
SRR6346927,none,none
ERR3012774,none,none
ERR118390,mecA,none
SRR8074784,mecA,none
ERR1040889,mecA,none
SRR17651505,mecA,none
ERR1197509,mecA,none
SRR513944,mecA,none
ERR5442437,none,none
SRR10179041,mecA,none
SRR11109892,mecA,none
ERR2059771,mecA,none
ERR4013664,none,none
ERR593161,mecA,none
ERR084571,mecA,none
ERR084520,mecA,none
SRR5250647,none,none
ERR5055989,none,none
SRR5250084,none,none
ERR1040856,mecA,none
SRR5249911,none,none
SRR13968063,none,none
SRR12649566,none,none
SRR10126919,mecA,none
SRR7297360,mecA,none
SRR13803588,mecA,none
ERR358053,mecA,none
ERR023532,mecA,none
SRR9026170,none,none
SRR11947553,mecA,none
SRR577014,mecA,none
SRR16542499,mecA,none
ERR1700094,none,none
SRR13733158,mecA,none
ERR3991204,mecA,none
ERR107882,mecA,none
SRR18339467,none,none
ERR134860,mecA,none
ERR4845675,none,none
SRR14017038,none,none
SRR3729122,mecA,none
ERR1904191,none,none
SRR5226544,none,none
ERR1753491,none,none
SRR14673293,mecA,none
SRR5250806,mecA,none
ERR084667,mecA,none
ERR496930,mecA,none
ERR3938655,none,none
ERR5432537,mecA,none
SRR5887049,none,none
SRR13450773,none,none
SRR5887182,none,none
SRR12881648,none,none
ERR1723966,mecA,none
SRR14319682,none,none
ERR234991,mecA,none
SRR3729314,none,none
SRR12952322,mecA,none
ERR1753445,none,none
ERR1197464,mecA,none
SRR10179168,mecA,none
SRR10905835,none,none
SRR11526827,mecA,none
SRR12473084,mecA,none
ERR1041013,mecA,none
SRR6346832,none,none
SRR8074844,mecA,none
SRR10393605,mecA,none
SRR12344246,mecA,none
ERR1904101,none,none
ERR3938616,none,none
SRR11612826,none,none
ERR4626613,mecA,none
SRR12304296,none,none
ERR961620,none,none
SRR10717441,mecA,none
ERR302719,mecA,none
SRR3194896,mecA,none
ERR7434440,none,none
ERR2525284,mecA,none
SRR11526847,mecA,none
SRR17952387,mecA,none
ERR2137285,none,none
ERR111077,mecA,none
ERR1197228,mecA,none
SRR3418855,mecA,none
ERR5052561,none,none
ERR1715452,mecA,none
SRR3729153,none,none
SRR12333113,mecA,none
SRR13967520,none,none
SRR11997565,none,none
SRR5244890,none,none
SRR5415286,mecA,none
SRR6346912,mecA,none
SRR5201499,mecA,none
SRR14017189,none,none
SRR12079057,none,none
SRR13996009,none,none
SRR12472838,none,none
SRR3728747,none,none
SRR13967850,none,none
ERR084544,mecA,none
ERR1699976,none,none
ERR358117,mecA,none
SRR13968076,mecA,none
ERR1715434,mecA,none
ERR044588,mecA,none
SRR7825303,mecA,none
SRR647380,mecA,none
SRR12233437,mecA,none
SRR3730740,none,none
SRR8733586,mecA,none
SRR5313906,mecA,none
SRR5250530,none,none
SRR9700825,mecA,none
SRR4019419,mecA,none
SRR3728709,none,none
SRR8074857,mecA,none
SRR13967184,none,none
SRR7407873,none,none
ERR129308,mecA,none
ERR330961,mecA,none
SRR1178212,mecA,none
SRR12078813,none,none
SRR8592693,mecA,none
SRR16104217,none,none
ERR302770,none,none
ERR124529,mecA,none
SRR5146173,mecA,none
SRR13968528,none,none
SRR3730728,none,none
SRR5202266,mecA,none
SRR3731342,none,none
ERR4911848,none,none
SRR15460442,mecA,none
SRR17651507,mecA,none
SRR11364496,mecA,none
SRR12952466,mecA,none
SRR6938401,mecA,none
ERR3938671,none,none
ERR1069935,none,none
ERR3494615,mecA,none
SRR5250100,none,none
SRR6938551,none,none
SRR13967619,none,none
ERR159010,mecA,none
SRR14866243,mecA,none
ERR2533637,mecA,none
SRR13968090,none,none
ERR2506495,mecA,none
SRR6938434,none,none
SRR5250748,none,none
SRR13995700,none,none
SRR5369653,none,none
SRR10168017,none,none
SRR8422716,mecA,none
SRR13995633,none,none
SRR11139257,mecA,none
SRR10178980,mecA,none
ERR129330,mecA,none
ERR4808343,mecA,none
SRR14016948,none,none
ERR1040840,mecA,none
SRR3731919,none,none
SRR15460787,mecA,none
ERR086132,mecA,none
SRR10364846,mecA,none
ERR159041,mecA,none
SRR5249970,none,none
SRR12343598,mecA,none
ERR109493,none,none
ERR594138,mecA,none
ERR3012785,mecA,none
SRR5244761,none,none
SRR11567664,mecA,none
DRR123104,mecA,none
ERR4015020,none,none
SRR6491099,mecA,none
SRR13967251,none,none
ERR3494848,mecA,none
SRR3729100,none,none
SRR5226545,none,none
SRR5244901,mecA,none
ERR353156,mecA,none
ERR1943899,mecA,none
SRR10167991,none,none
ERR2533505,mecA,none
ERR5056035,none,none
ERR4626551,none,none
ERR235007,mecA,none
SRR17118739,mecA,none
ERR158658,mecA,none
SRR13966853,none,none
SRR9026221,none,none
SRR3728535,none,none
SRR6118109,none,none
SRR13174304,none,none
SRR5250535,none,none
SRR17118714,mecA,none
SRR6053698,none,none
SRR9026206,none,none
SRR12078844,none,none
SRR12481460,mecA,none
SRR13968487,none,none
SRR13967501,mecA,none
SRR15903581,mecA,none
ERR118505,mecA,none
SRR5887102,none,none
SRR13267195,mecA,none
SRR13967499,none,none
SRR10179205,mecA,none
SRR17789801,none,none
SRR11809910,mecA,none
ERR8288543,mecA,none
SRR1178230,mecA,none
ERR3494808,mecA,none
SRR3728539,none,none
SRR6938627,mecA,none
ERR2506369,mecA,none
SRR13450677,none,none
SRR8399113,mecA,none
SRR3729068,none,none
SRR12586785,none,none
ERR2072469,mecA,none
ERR1577238,mecC,none
ERR593127,mecA,none
SRR9641507,mecA,none
ERR3497918,mecA,none
SRR14291809,none,none
SRR15461068,mecA,none
ERR3012759,mecA,none
SRR5250202,none,none
ERR302815,mecA,none
SRR3418786,mecA,none
SRR8278118,mecA,none
ERR111063,mecA,none
SRR15602570,mecA,none
SRR17675226,mecA,none
SRR11214703,none,none
SRR15460431,mecA,none
SRR6347260,none,none
SRR5226457,none,none
SRR3418700,mecA,none
ERR1903993,none,none
SRR14231413,none,none
ERR230346,mecA,none
ERR1070037,none,none
ERR230261,mecA,none
SRR3418862,mecA,none
SRR631097,mecA,none
SRR13966843,mecA,none
SRR15460713,mecA,none
SRR15903563,none,none
SRR3728614,none,none
SRR11196783,mecA,none
SRR14017101,none,none
SRR3729291,none,none
ERR7162614,none,none
SRR6346906,none,none
SRR10179123,mecA,none
SRR796712,mecA,none
ERR732867,mecA,none
SRR5251408,mecA,none
SRR3730454,none,none
ERR086140,mecA,none
SRR1655486,mecA,none
SRR6053685,mecA,none
SRR3730439,none,none
ERR5055868,none,none
SRR13966877,none,none
SRR13174313,none,none
SRR5250819,mecA,none
SRR12333121,mecA,none
ERR1040886,mecA,none
SRR3729403,mecA,none
ERR302823,mecA,none
SRR3730781,none,none
SRR13967053,none,none
SRR15274997,none,none
SRR12304301,none,none
SRR13967882,mecA,none
SRR7296868,mecA,none
SRR18056652,mecA,none
ERR134724,mecA,none
SRR15460691,mecA,none
ERR1040864,mecA,none
SRR2106470,mecA,none
SRR6938282,mecA,none
SRR1178170,mecA,none
ERR2525388,mecA,none
SRR6346824,none,none
ERR1069971,none,none
ERR2533755,mecA,none
ERR1040894,mecA,none
ERR4014862,none,none
SRR17772272,mecA,none
ERR2525292,mecA,none
SRR12952254,none,none
SRR10717517,mecA,none
ERR3623602,mecA,none
SRR12472902,none,none
ERR234971,mecA,none
SRR5054910,none,none
ERR3623629,mecA,none
SRR13827616,mecA,none
SRR1172617,mecA,none
SRR12472762,mecA,none
SRR6347128,mecA,none
SRR10179036,mecA,none
ERR156474,mecA,none
SRR13967426,none,none
SRR7297362,mecA,none
ERR1196009,mecA,none
SRR18339516,none,none
SRR13995780,none,none
ERR249318,none,none
SRR16074757,none,none
SRR13450769,none,none
ERR4015164,none,none
SRR6053601,mecA,none
SRR7983595,none,none
ERR084575,mecA,none
SRR13995561,none,none
ERR5442474,none,none
ERR4014809,none,none
ERR1753423,none,none
ERR1589242,mecA,none
ERR1699934,none,none
SRR12516049,none,none
SRR12472665,none,none
SRR9026189,none,none
ERR4626478,none,none
SRR4359408,none,none
SRR3730515,none,none
ERR593229,mecA,none
ERR4017530,none,none
ERR4845626,none,none
ERR177174,mecA,none
ERR212186,mecA,none
ERR4899862,mecA,none
ERR4626548,none,none
ERR5056009,none,none
ERR302780,mecA,none
ERR1699974,none,none
SRR3730481,mecA,none
SRR10038339,mecA,none
SRR3729460,mecA,none
SRR8389040,none,none
SRR5226337,none,none
SRR6881489,mecA,none
SRR5250118,none,none
SRR1172645,mecA,none
SRR6053610,mecA,none
ERR1197472,mecA,none
SRR15274972,none,none
SRR3730764,none,none
ERR107929,mecA,none
SRR13968131,none,none
ERR084586,mecA,none
SRR15460764,mecA,none
SRR3728578,none,none
SRR5250149,none,none
SRR3728916,none,none
ERR517306,mecA,none
SRR6387497,mecA,none
ERR496784,mecA,none
SRR10178997,mecA,none
SRR7839892,mecA,none
SRR5226334,none,none
SRR13967639,none,none
SRR14016875,none,none
ERR1753430,none,none
SRR18339381,none,none
ERR302730,mecA,none
SRR16104219,none,none
SRR11850421,none,none
ERR4014785,none,none
ERR2137199,none,none
SRR10717368,mecA,none
SRR3729457,none,none
SRR5909226,mecA,none
SRR8733585,mecA,none
SRR8278137,mecA,none
SRR9734200,mecA,none
ERR594173,mecA,none
SRR14017211,none,none
ERR1195958,mecA,none
SRR13608620,none,none
SRR7839851,mecA,none
SRR12472930,none,none
ERR1769148,mecA,none
SRR10178995,mecA,none
ERR177219,mecA,none
SRR8389112,none,none
SRR5486300,mecA,none
SRR13689532,mecA,none
SRR3728959,none,none
ERR496880,mecA,none
ERR086054,mecA,none
ERR1682036,mecA,none
ERR2868366,mecA,none
ERR4626459,none,none
SRR13803201,mecA,none
SRR5226541,none,none
ERR2059797,none,none
SRR12952439,none,none
SRR3729124,none,none
SRR5146201,mecA,none
ERR1943716,none,none
SRR17789901,none,none
ERR4899934,mecA,none
SRR1539753,none,none
SRR13967150,none,none
ERR4911768,none,none
SRR15041161,mecA,none
ERR2533767,mecA,none
SRR17071282,mecA,none
SRR6053692,none,none
SRR3730737,mecA,none
ERR5055773,none,none
ERR4845734,mecA,none
SRR10179197,mecA,none
DRR123074,mecA,none
SRR6053683,mecA,none
SRR11850358,none,none
ERR5083332,none,none
ERR1700027,none,none
SRR12079058,none,none
SRR10179286,mecA,none
SRR12472475,none,none
SRR3729437,none,none
SRR1178120,mecA,none
ERR2309547,none,none
SRR6938375,mecA,none
ERR1753406,none,none
SRR9700817,mecA,none
SRR3731887,none,none
SRR3194909,mecA,none
ERR1715377,mecA,none
SRR13967398,none,none
SRR7839934,mecA,none
ERR4626392,mecA,none
ERR124451,mecA,none
ERR3494803,mecA,none
SRR11850355,mecA,none
SRR6938590,none,none
ERR038669,none,none
ERR5055990,none,none
ERR3623581,mecA,none
ERR1700034,none,none
ERR353175,mecA,none
SRR7840131,mecA,none
SRR9700803,none,none
SRR12079046,none,none
ERR1195965,mecA,none
SRR10393641,mecA,none
SRR13450666,none,none
SRR16074812,none,none
SRR5244902,mecA,none
SRR13825642,mecA,none
ERR2072551,mecA,none
SRR8872508,mecA,none
ERR137358,mecA,none
ERR3148091,none,none
SRR11526845,mecA,none
SRR3731885,none,none
ERR2533754,mecA,none
ERR1195982,mecA,none
ERR3623764,mecA,none
SRR15460602,mecA,none
SRR13481069,mecA,none
ERR111080,mecA,none
ERR1041140,mecA,none
SRR13967363,none,none
SRR8602041,none,none
ERR118517,mecA,none
SRR8399112,mecA,none
ERR1904095,none,none
ERR3938645,none,none
SRR3728531,none,none
ERR134686,none,none
ERR302712,mecA,none
ERR5432520,none,none
SRR8872521,mecA,none
SRR3730885,none,none
SRR13149193,none,none
SRR12472917,none,none
SRR12472627,mecA,none
SRR13967058,none,none
ERR2506426,mecA,none
SRR9046757,none,none
SRR10179103,mecA,none
SRR13967887,mecA,none
SRR10525432,mecA,none
ERR6120250,none,none
ERR1891791,mecA,none
ERR353169,mecA,none
SRR2053858,none,none
SRR13174241,none,none
SRR16094629,none,none
ERR137327,mecA,none
ERR496872,mecA,none
SRR9025065,none,none
SRR14017185,none,none
SRR14017076,none,none
ERR4013653,none,none
SRR3729494,none,none
SRR13968094,none,none
SRR6171113,none,none
ERR485211,mecA,none
SRR6347039,none,none
ERR2533568,mecA,none
SRR6347300,none,none
ERR1723903,mecA,none
SRR11787463,mecA,none
SRR5226557,none,none
ERR134384,none,none
SRR10102396,mecA,none
SRR13481059,mecA,none
SRR8602086,none,none
ERR1903988,none,none
SRR5249995,mecA,none
SRR3418720,mecA,none
ERR1943819,none,none
ERR118357,mecA,none
SRR12586744,mecA,none
SRR11278530,none,none
SRR5250350,none,none
SRR18339401,none,none
SRR5251384,none,none
SRR8984868,mecA,none
SRR5250416,none,none
SRR2053969,none,none
SRR12473020,mecA,none
SRR6491077,mecA,none
SRR13825475,mecA,none
ERR107965,mecA,none
SRR12952473,none,none
SRR12472498,mecA,none
SRR14016962,none,none
ERR352959,mecA,none
ERR163692,mecA,none
SRR13968642,none,none
ERR3012684,mecA,none
SRR12473046,mecA,none
SRR14231415,none,none
ERR358124,mecA,none
SRR10717396,mecA,none
SRR3728590,none,none
SRR13967009,none,none
SRR11278482,none,none
SRR11139313,mecA,none
SRR5244801,mecA,none
SRR12233486,mecA,none
SRR3418771,mecA,none
SRR3728911,none,none
SRR12078795,mecA,none
SRR13298014,none,none
ERR177176,mecA,none
SRR5250810,none,none
SRR3731770,none,none
SRR8422719,mecA,none
ERR230256,mecA,none
SRR3730640,none,none
SRR6168995,none,none
SRR14216088,none,none
SRR3728986,none,none
SRR13450745,none,none
SRR5226338,none,none
SRR917662,mecA,none
SRR6347133,none,none
ERR2309571,none,none
ERR163580,mecA,none
ERR1592261,mecA,none
SRR10906027,none,none
SRR11997638,none,none
SRR9647535,mecA,none
ERR158668,mecA,none
ERR235038,mecA,none
SRR1177945,mecA,none
SRR13767919,mecA,none
ERR4014759,none,none
SRR17071253,mecA,none
ERR381023,mecA,none
ERR3623865,mecA,none
ERR1700052,none,none
ERR1715393,mecA,none
SRR5244811,mecA,none
SRR13967411,none,none
SRR13968459,none,none
ERR4662265,none,none
ERR2072575,mecA,none
SRR3731481,none,none
SRR5250524,none,none
SRR13968637,none,none
ERR1195876,mecA,none
ERR1143401,none,none
SRR13298004,none,none
SRR12472454,none,none
ERR1891777,mecA,none
ERR053021,mecA,none
SRR14673803,mecA,none
ERR1768657,mecA,none
SRR14673806,none,none
DRR123146,mecA,none
SRR13968479,none,none
SRR3728904,mecA,none
ERR107826,mecA,none
SRR3419132,mecA,none
SRR13967344,none,none
ERR159000,mecA,none
SRR5250764,mecA,none
SRR13967514,mecA,none
SRR12586775,mecA,none
SRR12881644,none,none
ERR866467,mecA,none
ERR8098126,mecA,none
SRR17118743,mecA,none
ERR163689,mecA,none
SRR12472617,mecA,none
SRR15041136,mecA,none
SRR12980226,none,none
SRR5250060,none,none
SRR5146177,mecA,none
ERR3991254,mecA,none
SRR13967982,none,none
SRR10418176,none,none
SRR5250008,mecA,none
ERR2525241,mecA,none
SRR6169009,none,none
ERR3012767,mecA,none
SRR12586783,mecA,none
ERR084558,mecA,none
ERR118402,mecA,none
ERR2868387,mecA,none
SRR5369662,none,none
ERR1195908,mecA,none
ERR593226,mecA,none
ERR1699855,none,none
SRR3731654,none,none
SRR7840007,none,none
ERR3494798,mecA,none
ERR1769137,mecA,none
SRR12560307,mecA,none
ERR866461,mecA,none
ERR118605,mecA,none
SRR8399158,mecA,none
SRR7297406,mecA,none
ERR5055722,none,none
SRR8399101,none,none
